       1    0.100000E-02   -0.219731E-09    0.999181E+00
       2    0.200000E-02   -0.312277E-09    0.999170E+00
       3    0.300000E-02   -0.321954E-09    0.999151E+00
       4    0.400000E-02   -0.384573E-09    0.999124E+00
       5    0.500000E-02   -0.443648E-09    0.999086E+00
       6    0.600000E-02   -0.501012E-09    0.999039E+00
       7    0.700000E-02   -0.526277E-09    0.998980E+00
       8    0.800000E-02   -0.573678E-09    0.998909E+00
       9    0.900000E-02   -0.618956E-09    0.998826E+00
      10    0.100000E-01   -0.634297E-09    0.998729E+00
      11    0.110000E-01   -0.679606E-09    0.998617E+00
      12    0.120000E-01   -0.721247E-09    0.998490E+00
      13    0.130000E-01   -0.750700E-09    0.998460E+00
      14    0.140000E-01   -0.757441E-09    0.998451E+00
      15    0.150000E-01   -0.796520E-09    0.998434E+00
      16    0.160000E-01   -0.829212E-09    0.998409E+00
      17    0.170000E-01   -0.878065E-09    0.998374E+00
      18    0.180000E-01   -0.900806E-09    0.998329E+00
      19    0.190000E-01   -0.893631E-09    0.998272E+00
      20    0.200000E-01   -0.925681E-09    0.998203E+00
      21    0.210000E-01   -0.953725E-09    0.998121E+00
      22    0.220000E-01   -0.995325E-09    0.998024E+00
      23    0.230000E-01   -0.101417E-08    0.997952E+00
      24    0.240000E-01   -0.100314E-08    0.997948E+00
      25    0.250000E-01   -0.103048E-08    0.997937E+00
      26    0.260000E-01   -0.105327E-08    0.997919E+00
      27    0.270000E-01   -0.109465E-08    0.997892E+00
      28    0.280000E-01   -0.110615E-08    0.997857E+00
      29    0.290000E-01   -0.109665E-08    0.997813E+00
      30    0.300000E-01   -0.112084E-08    0.997757E+00
      31    0.310000E-01   -0.114576E-08    0.997690E+00
      32    0.320000E-01   -0.116650E-08    0.997610E+00
      33    0.330000E-01   -0.120602E-08    0.997520E+00
      34    0.340000E-01   -0.121746E-08    0.997518E+00
      35    0.350000E-01   -0.119875E-08    0.997510E+00
      36    0.360000E-01   -0.121973E-08    0.997496E+00
      37    0.370000E-01   -0.123637E-08    0.997475E+00
      38    0.380000E-01   -0.125726E-08    0.997447E+00
      39    0.390000E-01   -0.130185E-08    0.997409E+00
      40    0.400000E-01   -0.131057E-08    0.997362E+00
      41    0.410000E-01   -0.128732E-08    0.997305E+00
      42    0.420000E-01   -0.130950E-08    0.997236E+00
      43    0.430000E-01   -0.132697E-08    0.997155E+00
      44    0.440000E-01   -0.134670E-08    0.997135E+00
      45    0.450000E-01   -0.138692E-08    0.997129E+00
      46    0.460000E-01   -0.139002E-08    0.997118E+00
      47    0.470000E-01   -0.138231E-08    0.997100E+00
      48    0.480000E-01   -0.139101E-08    0.997076E+00
      49    0.490000E-01   -0.141363E-08    0.997043E+00
      50    0.500000E-01   -0.145951E-08    0.997003E+00
      51    0.510000E-01   -0.163818E-08    0.996952E+00
      52    0.520000E-01   -0.182251E-08    0.996892E+00
      53    0.530000E-01   -0.200736E-08    0.996819E+00
      54    0.540000E-01   -0.218683E-08    0.996783E+00
      55    0.550000E-01   -0.235472E-08    0.996779E+00
      56    0.560000E-01   -0.250516E-08    0.996770E+00
      57    0.570000E-01   -0.263309E-08    0.996755E+00
      58    0.580000E-01   -0.273462E-08    0.996734E+00
      59    0.590000E-01   -0.280715E-08    0.996706E+00
      60    0.600000E-01   -0.284941E-08    0.996670E+00
      61    0.610000E-01   -0.286681E-08    0.996625E+00
      62    0.620000E-01   -0.286118E-08    0.996570E+00
      63    0.630000E-01   -0.282789E-08    0.996505E+00
      64    0.640000E-01   -0.276904E-08    0.996458E+00
      65    0.650000E-01   -0.268720E-08    0.996455E+00
      66    0.660000E-01   -0.258525E-08    0.996448E+00
      67    0.670000E-01   -0.246617E-08    0.996435E+00
      68    0.680000E-01   -0.233303E-08    0.996416E+00
      69    0.690000E-01   -0.218879E-08    0.996391E+00
      70    0.700000E-01   -0.203634E-08    0.996358E+00
      71    0.710000E-01   -0.187835E-08    0.996318E+00
      72    0.720000E-01   -0.171731E-08    0.996268E+00
      73    0.730000E-01   -0.169585E-08    0.996209E+00
      74    0.740000E-01   -0.169808E-08    0.996154E+00
      75    0.750000E-01   -0.168723E-08    0.996151E+00
      76    0.760000E-01   -0.179042E-08    0.996145E+00
      77    0.770000E-01   -0.197909E-08    0.996134E+00
      78    0.780000E-01   -0.216270E-08    0.996117E+00
      79    0.790000E-01   -0.233462E-08    0.996094E+00
      80    0.800000E-01   -0.248893E-08    0.996065E+00
      81    0.810000E-01   -0.268357E-08    0.996028E+00
      82    0.820000E-01   -0.285566E-08    0.995982E+00
      83    0.830000E-01   -0.300139E-08    0.995928E+00
      84    0.840000E-01   -0.311712E-08    0.995865E+00
      85    0.850000E-01   -0.319988E-08    0.995863E+00
      86    0.860000E-01   -0.324770E-08    0.995858E+00
      87    0.870000E-01   -0.325982E-08    0.995848E+00
      88    0.880000E-01   -0.323655E-08    0.995833E+00
      89    0.890000E-01   -0.317922E-08    0.995813E+00
      90    0.900000E-01   -0.308996E-08    0.995786E+00
      91    0.910000E-01   -0.297148E-08    0.995752E+00
      92    0.920000E-01   -0.284190E-08    0.995710E+00
      93    0.930000E-01   -0.283994E-08    0.995659E+00
      94    0.940000E-01   -0.284144E-08    0.995599E+00
      95    0.950000E-01   -0.284088E-08    0.995589E+00
      96    0.960000E-01   -0.285218E-08    0.995585E+00
      97    0.970000E-01   -0.287383E-08    0.995576E+00
      98    0.980000E-01   -0.286536E-08    0.995563E+00
      99    0.990000E-01   -0.284095E-08    0.995544E+00
     100    0.100000E+00   -0.293898E-08    0.995519E+00
     101    0.101000E+00   -0.314069E-08    0.995488E+00
     102    0.102000E+00   -0.328778E-08    0.995449E+00
     103    0.103000E+00   -0.338184E-08    0.995402E+00
     104    0.104000E+00   -0.342515E-08    0.995346E+00
     105    0.105000E+00   -0.342062E-08    0.995327E+00
     106    0.106000E+00   -0.347122E-08    0.995323E+00
     107    0.107000E+00   -0.347884E-08    0.995316E+00
     108    0.108000E+00   -0.343928E-08    0.995303E+00
     109    0.109000E+00   -0.343415E-08    0.995286E+00
     110    0.110000E+00   -0.343074E-08    0.995264E+00
     111    0.111000E+00   -0.343551E-08    0.995235E+00
     112    0.112000E+00   -0.343440E-08    0.995198E+00
     113    0.113000E+00   -0.343185E-08    0.995155E+00
     114    0.114000E+00   -0.343312E-08    0.995102E+00
     115    0.115000E+00   -0.343166E-08    0.995075E+00
     116    0.116000E+00   -0.341632E-08    0.995072E+00
     117    0.117000E+00   -0.343240E-08    0.995065E+00
     118    0.118000E+00   -0.343222E-08    0.995054E+00
     119    0.119000E+00   -0.349598E-08    0.995039E+00
     120    0.120000E+00   -0.361773E-08    0.995018E+00
     121    0.121000E+00   -0.367877E-08    0.994990E+00
     122    0.122000E+00   -0.368329E-08    0.994957E+00
     123    0.123000E+00   -0.366346E-08    0.994916E+00
     124    0.124000E+00   -0.366885E-08    0.994866E+00
     125    0.125000E+00   -0.366904E-08    0.994833E+00
     126    0.126000E+00   -0.367495E-08    0.994830E+00
     127    0.127000E+00   -0.368567E-08    0.994824E+00
     128    0.128000E+00   -0.368646E-08    0.994814E+00
     129    0.129000E+00   -0.368268E-08    0.994800E+00
     130    0.130000E+00   -0.368769E-08    0.994780E+00
     131    0.131000E+00   -0.368719E-08    0.994755E+00
     132    0.132000E+00   -0.368896E-08    0.994724E+00
     133    0.133000E+00   -0.367362E-08    0.994685E+00
     134    0.134000E+00   -0.368868E-08    0.994638E+00
     135    0.135000E+00   -0.368874E-08    0.994599E+00
     136    0.136000E+00   -0.378335E-08    0.994597E+00
     137    0.137000E+00   -0.384067E-08    0.994592E+00
     138    0.138000E+00   -0.383745E-08    0.994583E+00
     139    0.139000E+00   -0.382571E-08    0.994569E+00
     140    0.140000E+00   -0.380798E-08    0.994551E+00
     141    0.141000E+00   -0.380962E-08    0.994527E+00
     142    0.142000E+00   -0.380784E-08    0.994498E+00
     143    0.143000E+00   -0.384286E-08    0.994461E+00
     144    0.144000E+00   -0.383742E-08    0.994417E+00
     145    0.145000E+00   -0.383608E-08    0.994372E+00
     146    0.146000E+00   -0.384448E-08    0.994371E+00
     147    0.147000E+00   -0.384087E-08    0.994366E+00
     148    0.148000E+00   -0.384602E-08    0.994358E+00
     149    0.149000E+00   -0.382843E-08    0.994346E+00
     150    0.150000E+00   -0.384518E-08    0.994329E+00
     151    0.151000E+00   -0.389616E-08    0.994307E+00
     152    0.152000E+00   -0.395740E-08    0.994279E+00
     153    0.153000E+00   -0.395503E-08    0.994244E+00
     154    0.154000E+00   -0.395310E-08    0.994203E+00
     155    0.155000E+00   -0.392149E-08    0.994153E+00
     156    0.156000E+00   -0.390134E-08    0.994152E+00
     157    0.157000E+00   -0.391887E-08    0.994148E+00
     158    0.158000E+00   -0.395625E-08    0.994140E+00
     159    0.159000E+00   -0.395003E-08    0.994129E+00
     160    0.160000E+00   -0.395235E-08    0.994113E+00
     161    0.161000E+00   -0.396246E-08    0.994092E+00
     162    0.162000E+00   -0.395884E-08    0.994066E+00
     163    0.163000E+00   -0.396188E-08    0.994033E+00
     164    0.164000E+00   -0.394878E-08    0.993994E+00
     165    0.165000E+00   -0.395966E-08    0.993946E+00
     166    0.166000E+00   -0.403614E-08    0.993938E+00
     167    0.167000E+00   -0.406059E-08    0.993935E+00
     168    0.168000E+00   -0.405974E-08    0.993928E+00
     169    0.169000E+00   -0.404010E-08    0.993917E+00
     170    0.170000E+00   -0.396240E-08    0.993903E+00
     171    0.171000E+00   -0.400104E-08    0.993883E+00
     172    0.172000E+00   -0.403053E-08    0.993858E+00
     173    0.173000E+00   -0.405641E-08    0.993827E+00
     174    0.174000E+00   -0.404527E-08    0.993790E+00
     175    0.175000E+00   -0.406275E-08    0.993745E+00
     176    0.176000E+00   -0.406071E-08    0.993730E+00
     177    0.177000E+00   -0.405126E-08    0.993727E+00
     178    0.178000E+00   -0.405385E-08    0.993721E+00
     179    0.179000E+00   -0.403963E-08    0.993711E+00
     180    0.180000E+00   -0.412256E-08    0.993698E+00
     181    0.181000E+00   -0.414579E-08    0.993679E+00
     182    0.182000E+00   -0.415511E-08    0.993656E+00
     183    0.183000E+00   -0.412233E-08    0.993626E+00
     184    0.184000E+00   -0.403701E-08    0.993591E+00
     185    0.185000E+00   -0.406745E-08    0.993548E+00
     186    0.186000E+00   -0.411061E-08    0.993528E+00
     187    0.187000E+00   -0.414081E-08    0.993525E+00
     188    0.188000E+00   -0.412606E-08    0.993520E+00
     189    0.189000E+00   -0.414793E-08    0.993510E+00
     190    0.190000E+00   -0.414533E-08    0.993498E+00
     191    0.191000E+00   -0.413345E-08    0.993480E+00
     192    0.192000E+00   -0.413768E-08    0.993458E+00
     193    0.193000E+00   -0.414998E-08    0.993430E+00
     194    0.194000E+00   -0.421669E-08    0.993396E+00
     195    0.195000E+00   -0.423341E-08    0.993356E+00
     196    0.196000E+00   -0.422968E-08    0.993330E+00
     197    0.197000E+00   -0.416441E-08    0.993328E+00
     198    0.198000E+00   -0.412753E-08    0.993323E+00
     199    0.199000E+00   -0.414814E-08    0.993315E+00
     200    0.200000E+00   -0.420298E-08    0.993303E+00
     201    0.201000E+00   -0.421372E-08    0.993286E+00
     202    0.202000E+00   -0.420818E-08    0.993265E+00
     203    0.203000E+00   -0.422288E-08    0.993239E+00
     204    0.204000E+00   -0.421992E-08    0.993206E+00
     205    0.205000E+00   -0.421464E-08    0.993167E+00
     206    0.206000E+00   -0.421229E-08    0.993137E+00
     207    0.207000E+00   -0.427372E-08    0.993136E+00
     208    0.208000E+00   -0.430322E-08    0.993131E+00
     209    0.209000E+00   -0.431278E-08    0.993123E+00
     210    0.210000E+00   -0.425898E-08    0.993112E+00
     211    0.211000E+00   -0.421333E-08    0.993096E+00
     212    0.212000E+00   -0.419412E-08    0.993076E+00
     213    0.213000E+00   -0.424919E-08    0.993051E+00
     214    0.214000E+00   -0.428831E-08    0.993020E+00
     215    0.215000E+00   -0.426350E-08    0.992983E+00
     216    0.216000E+00   -0.429682E-08    0.992949E+00
     217    0.217000E+00   -0.429327E-08    0.992947E+00
     218    0.218000E+00   -0.427818E-08    0.992943E+00
     219    0.219000E+00   -0.428742E-08    0.992936E+00
     220    0.220000E+00   -0.433479E-08    0.992925E+00
     221    0.221000E+00   -0.437523E-08    0.992911E+00
     222    0.222000E+00   -0.438378E-08    0.992892E+00
     223    0.223000E+00   -0.432870E-08    0.992868E+00
     224    0.224000E+00   -0.426886E-08    0.992838E+00
     225    0.225000E+00   -0.428150E-08    0.992803E+00
     226    0.226000E+00   -0.430112E-08    0.992764E+00
     227    0.227000E+00   -0.435309E-08    0.992763E+00
     228    0.228000E+00   -0.433738E-08    0.992759E+00
     229    0.229000E+00   -0.436282E-08    0.992752E+00
     230    0.230000E+00   -0.435835E-08    0.992742E+00
     231    0.231000E+00   -0.434299E-08    0.992729E+00
     232    0.232000E+00   -0.435585E-08    0.992711E+00
     233    0.233000E+00   -0.440420E-08    0.992688E+00
     234    0.234000E+00   -0.444903E-08    0.992660E+00
     235    0.235000E+00   -0.444432E-08    0.992625E+00
     236    0.236000E+00   -0.437702E-08    0.992585E+00
     237    0.237000E+00   -0.434118E-08    0.992582E+00
     238    0.238000E+00   -0.435003E-08    0.992579E+00
     239    0.239000E+00   -0.436596E-08    0.992573E+00
     240    0.240000E+00   -0.441666E-08    0.992563E+00
     241    0.241000E+00   -0.439949E-08    0.992550E+00
     242    0.242000E+00   -0.442721E-08    0.992533E+00
     243    0.243000E+00   -0.442246E-08    0.992511E+00
     244    0.244000E+00   -0.440429E-08    0.992484E+00
     245    0.245000E+00   -0.441885E-08    0.992452E+00
     246    0.246000E+00   -0.447884E-08    0.992412E+00
     247    0.247000E+00   -0.451778E-08    0.992405E+00
     248    0.248000E+00   -0.448985E-08    0.992402E+00
     249    0.249000E+00   -0.440917E-08    0.992396E+00
     250    0.250000E+00   -0.440473E-08    0.992387E+00
     251    0.251000E+00   -0.441198E-08    0.992375E+00
     252    0.252000E+00   -0.444143E-08    0.992359E+00
     253    0.253000E+00   -0.447864E-08    0.992338E+00
     254    0.254000E+00   -0.446099E-08    0.992312E+00
     255    0.255000E+00   -0.448796E-08    0.992281E+00
     256    0.256000E+00   -0.448431E-08    0.992243E+00
     257    0.257000E+00   -0.446577E-08    0.992230E+00
     258    0.258000E+00   -0.449993E-08    0.992228E+00
     259    0.259000E+00   -0.456645E-08    0.992223E+00
     260    0.260000E+00   -0.457147E-08    0.992214E+00
     261    0.261000E+00   -0.451272E-08    0.992203E+00
     262    0.262000E+00   -0.446591E-08    0.992187E+00
     263    0.263000E+00   -0.446094E-08    0.992167E+00
     264    0.264000E+00   -0.447018E-08    0.992143E+00
     265    0.265000E+00   -0.451965E-08    0.992113E+00
     266    0.266000E+00   -0.453326E-08    0.992076E+00
     267    0.267000E+00   -0.453750E-08    0.992059E+00
     268    0.268000E+00   -0.453824E-08    0.992057E+00
     269    0.269000E+00   -0.453749E-08    0.992052E+00
     270    0.270000E+00   -0.453133E-08    0.992044E+00
     271    0.271000E+00   -0.460301E-08    0.992034E+00
     272    0.272000E+00   -0.463420E-08    0.992019E+00
     273    0.273000E+00   -0.459916E-08    0.992000E+00
     274    0.274000E+00   -0.453263E-08    0.991976E+00
     275    0.275000E+00   -0.452572E-08    0.991947E+00
     276    0.276000E+00   -0.451541E-08    0.991913E+00
     277    0.277000E+00   -0.453951E-08    0.991891E+00
     278    0.278000E+00   -0.458982E-08    0.991889E+00
     279    0.279000E+00   -0.457194E-08    0.991885E+00
     280    0.280000E+00   -0.460174E-08    0.991878E+00
     281    0.281000E+00   -0.459671E-08    0.991867E+00
     282    0.282000E+00   -0.457306E-08    0.991853E+00
     283    0.283000E+00   -0.463620E-08    0.991835E+00
     284    0.284000E+00   -0.468681E-08    0.991813E+00
     285    0.285000E+00   -0.466946E-08    0.991785E+00
     286    0.286000E+00   -0.459050E-08    0.991751E+00
     287    0.287000E+00   -0.458212E-08    0.991726E+00
     288    0.288000E+00   -0.457858E-08    0.991724E+00
     289    0.289000E+00   -0.458002E-08    0.991721E+00
     290    0.290000E+00   -0.463095E-08    0.991714E+00
     291    0.291000E+00   -0.464026E-08    0.991704E+00
     292    0.292000E+00   -0.465074E-08    0.991691E+00
     293    0.293000E+00   -0.464188E-08    0.991673E+00
     294    0.294000E+00   -0.464316E-08    0.991652E+00
     295    0.295000E+00   -0.467159E-08    0.991625E+00
     296    0.296000E+00   -0.473507E-08    0.991593E+00
     297    0.297000E+00   -0.472954E-08    0.991564E+00
     298    0.298000E+00   -0.466130E-08    0.991562E+00
     299    0.299000E+00   -0.463894E-08    0.991559E+00
     300    0.300000E+00   -0.463260E-08    0.991552E+00
     301    0.301000E+00   -0.461877E-08    0.991543E+00
     302    0.302000E+00   -0.466551E-08    0.991531E+00
     303    0.303000E+00   -0.469581E-08    0.991514E+00
     304    0.304000E+00   -0.469319E-08    0.991493E+00
     305    0.305000E+00   -0.470220E-08    0.991467E+00
     306    0.306000E+00   -0.470075E-08    0.991436E+00
     307    0.307000E+00   -0.471222E-08    0.991404E+00
     308    0.308000E+00   -0.478242E-08    0.991403E+00
     309    0.309000E+00   -0.478313E-08    0.991399E+00
     310    0.310000E+00   -0.472061E-08    0.991394E+00
     311    0.311000E+00   -0.469332E-08    0.991385E+00
     312    0.312000E+00   -0.468292E-08    0.991373E+00
     313    0.313000E+00   -0.467912E-08    0.991357E+00
     314    0.314000E+00   -0.469949E-08    0.991337E+00
     315    0.315000E+00   -0.474467E-08    0.991312E+00
     316    0.316000E+00   -0.473428E-08    0.991282E+00
     317    0.317000E+00   -0.475527E-08    0.991247E+00
     318    0.318000E+00   -0.475153E-08    0.991246E+00
     319    0.319000E+00   -0.475921E-08    0.991243E+00
     320    0.320000E+00   -0.483043E-08    0.991237E+00
     321    0.321000E+00   -0.483221E-08    0.991229E+00
     322    0.322000E+00   -0.477075E-08    0.991217E+00
     323    0.323000E+00   -0.474050E-08    0.991202E+00
     324    0.324000E+00   -0.473490E-08    0.991183E+00
     325    0.325000E+00   -0.473181E-08    0.991159E+00
     326    0.326000E+00   -0.473654E-08    0.991130E+00
     327    0.327000E+00   -0.479076E-08    0.991096E+00
     328    0.328000E+00   -0.477704E-08    0.991091E+00
     329    0.329000E+00   -0.480440E-08    0.991088E+00
     330    0.330000E+00   -0.479911E-08    0.991083E+00
     331    0.331000E+00   -0.481224E-08    0.991075E+00
     332    0.332000E+00   -0.487931E-08    0.991064E+00
     333    0.333000E+00   -0.487743E-08    0.991050E+00
     334    0.334000E+00   -0.481277E-08    0.991031E+00
     335    0.335000E+00   -0.478478E-08    0.991008E+00
     336    0.336000E+00   -0.478196E-08    0.990981E+00
     337    0.337000E+00   -0.478070E-08    0.990947E+00
     338    0.338000E+00   -0.477846E-08    0.990938E+00
     339    0.339000E+00   -0.483621E-08    0.990935E+00
     340    0.340000E+00   -0.482541E-08    0.990931E+00
     341    0.341000E+00   -0.485127E-08    0.990923E+00
     342    0.342000E+00   -0.484539E-08    0.990913E+00
     343    0.343000E+00   -0.486993E-08    0.990899E+00
     344    0.344000E+00   -0.492821E-08    0.990881E+00
     345    0.345000E+00   -0.491845E-08    0.990860E+00
     346    0.346000E+00   -0.484678E-08    0.990833E+00
     347    0.347000E+00   -0.482941E-08    0.990801E+00
     348    0.348000E+00   -0.482699E-08    0.990787E+00
     349    0.349000E+00   -0.482663E-08    0.990785E+00
     350    0.350000E+00   -0.482558E-08    0.990781E+00
     351    0.351000E+00   -0.488180E-08    0.990774E+00
     352    0.352000E+00   -0.487145E-08    0.990764E+00
     353    0.353000E+00   -0.489632E-08    0.990751E+00
     354    0.354000E+00   -0.489095E-08    0.990734E+00
     355    0.355000E+00   -0.493020E-08    0.990712E+00
     356    0.356000E+00   -0.497560E-08    0.990687E+00
     357    0.357000E+00   -0.495422E-08    0.990656E+00
     358    0.358000E+00   -0.487620E-08    0.990638E+00
     359    0.359000E+00   -0.487436E-08    0.990637E+00
     360    0.360000E+00   -0.487142E-08    0.990633E+00
     361    0.361000E+00   -0.487117E-08    0.990626E+00
     362    0.362000E+00   -0.487716E-08    0.990617E+00
     363    0.363000E+00   -0.492725E-08    0.990604E+00
     364    0.364000E+00   -0.492209E-08    0.990588E+00
     365    0.365000E+00   -0.493904E-08    0.990567E+00
     366    0.366000E+00   -0.493539E-08    0.990543E+00
     367    0.367000E+00   -0.499044E-08    0.990512E+00
     368    0.368000E+00   -0.501943E-08    0.990492E+00
     369    0.369000E+00   -0.498325E-08    0.990490E+00
     370    0.370000E+00   -0.492150E-08    0.990487E+00
     371    0.371000E+00   -0.491842E-08    0.990481E+00
     372    0.372000E+00   -0.491554E-08    0.990472E+00
     373    0.373000E+00   -0.491475E-08    0.990460E+00
     374    0.374000E+00   -0.493167E-08    0.990444E+00
     375    0.375000E+00   -0.497151E-08    0.990424E+00
     376    0.376000E+00   -0.497301E-08    0.990400E+00
     377    0.377000E+00   -0.497824E-08    0.990371E+00
     378    0.378000E+00   -0.497756E-08    0.990347E+00
     379    0.379000E+00   -0.504784E-08    0.990346E+00
     380    0.380000E+00   -0.505741E-08    0.990343E+00
     381    0.381000E+00   -0.500372E-08    0.990337E+00
