   5.9756293466983301E-002   2.6570535407947495E-002  -5.9670483068286248E-002  -3.2759519772299690E-002   3.1172291316517171E-002  -3.9286425167377029E-002
  -6.0037952541090359E-002  -3.4341687261959609E-002   5.9362696072377118E-002   2.5676205391403573E-002  -2.7719222422501584E-002   4.1882309965802583E-002
  -6.3454725785916308E-002  -3.7731186626662236E-002   6.1824651937527071E-002   1.9598051044323550E-002  -1.6962760088915500E-002   4.8971781288662364E-002
  -6.4171062550750835E-002  -4.6089451038935622E-002   6.1472014668546786E-002   9.1271551673961573E-003  -1.1080433510676252E-002   5.2223499546716387E-002
   5.8121163474260808E-002  -2.1618793130085173E-003  -6.1610334725230344E-002  -5.3232108121589752E-002   5.4498039720819208E-002  -8.4998596338129138E-003
  -5.4646682790915523E-002  -5.2888982771339334E-002   5.1277230683773559E-002  -6.6877242111308913E-003  -7.1968758484766675E-003   5.7810112248724663E-002
  -5.2057674599870478E-002  -5.9167515262642016E-002   4.8029972926671854E-002  -6.0611240035434010E-003   6.9526412980335925E-003   5.8865249624748858E-002
   4.6340451154388951E-002  -1.9421182079876326E-002  -5.1912721902050457E-002  -6.3379748891043253E-002   6.5405509920241994E-002   1.6627122780169451E-002
  -3.4936865145246146E-002  -5.5711303840777007E-002   3.1446416343646616E-004  -3.3823833443865088E-002   2.9511303820000390E-002   2.0505951188672995E-002   3.3823833443865088E-002   5.9849599318971110E-002
 -0.14392286000166915        3.7993050959252303E-002  -6.6391429031230284E-002  0.14574794009743358     
   1.3447275849624759E-002  -2.4809047951290721E-002  -4.2885139504045086E-002  -1.8460114238628283E-002  -4.9088114574617578E-002   4.0104165039268232E-002   4.9088114574617578E-002   6.8516833762529436E-003
  -2.9666046344049728E-002  -5.8307769124214551E-002   2.2371333736039473E-002  -5.1957311304836377E-002   3.2718246860315131E-002   7.5099057356334681E-002
  -2.5236948539539485E-002  -7.8711144648386314E-002   1.7331032913736343E-002  -4.0595657543455350E-002   5.4343292971325813E-002   5.7010033693116392E-002
   8.3307416409292290E-003  -6.8513904038594461E-002  -1.7453097500215335E-002  -6.4243467420409775E-002   7.4167524268056492E-002   4.5867257030312504E-002
  -7.9436711531109625E-003  -5.0514439599379415E-002   2.0838488425988576E-003  -5.6160080845127039E-002   4.0018033882377270E-002   5.8005453743183437E-002
  -2.3412966434149616E-003  -4.7636499557685799E-002  -3.2803017944289252E-003  -5.6309244794458493E-002   4.5100847725068643E-002   5.2653544817196293E-002
   2.7272910192319881E-003  -5.8157340117852029E-002  -9.8993438859018151E-003  -5.9602698276650538E-002   6.0658233869765023E-002   4.9257238531410445E-002
  -1.7636695182996334E-002  -6.5913627553157411E-002   9.7907688557671915E-003  -5.5743041859370637E-002   4.9602680882609024E-002   6.5092587810669025E-002
   1.6830498602154770E-002  -4.5458122719571260E-002  -2.4052487162027267E-002  -6.7746378839915355E-002   6.3553768122418933E-002   4.6786863760283820E-002
   2.2821308954119192E-002  -3.7772449785975055E-002  -2.8967248930657715E-002  -6.3520696767012316E-002   6.3528410404320265E-002   3.7501362491209542E-002
   2.7922119935675619E-002  -2.7160844430739697E-002  -3.2811934841422238E-002  -6.2661957159664577E-002   5.7924519211683338E-002   2.7551446075919604E-002
  -3.6808646935618944E-002  -5.8303628528963647E-002   3.1929652148799122E-002  -3.3561679952657429E-002   1.3048518525548199E-002   6.3254562456217397E-002
   4.2378903345174274E-002  -3.9115234054293686E-002  -4.9417007832964918E-002  -6.4601496528638766E-002   7.1769470187852777E-002   1.8191355283865111E-002
  -5.3679508804837760E-002  -6.5011535686394423E-002   4.8439590822363696E-002  -7.9863159039078382E-003   2.4845879641730313E-002   5.9373300621137444E-002
  -4.9176665300623278E-002  -5.1147452782540181E-002   4.5570972390221051E-002  -6.5050368213763858E-003   3.2865144330475448E-003   6.3548532428201174E-002
   5.4409467771861654E-002  -3.7181428638297064E-003  -5.7993232037468360E-002  -5.1904707346865940E-002   5.9583341777819133E-002  -8.3186613034661361E-004
  -5.9615104797667899E-002  -4.8141385212268642E-002   5.6980832018825506E-002   8.0188076364839621E-003  -5.8544039187506938E-003   5.4126916351265382E-002
   5.7394408852423688E-002   1.1676069676797749E-002  -5.9234850137780133E-002  -4.2347647770377764E-002   5.1128332195634417E-002  -1.7392701288987567E-002
   5.9047331963742185E-002   1.5914825065595318E-002  -6.0346341829138256E-002  -4.2696339857384649E-002   4.2628608220920072E-002  -2.5364054238124198E-002
  -6.6332895319675747E-002  -3.4741335964399808E-002   6.5684411102901311E-002   1.9567051335713227E-002  -3.0957468828094435E-002   3.7720943928624427E-002
   6.6484361506682715E-002   3.0316953662433269E-002  -6.6617926510436534E-002  -2.6152814803626863E-002   3.6802946269550059E-002  -3.0309048517355663E-002
   6.0286467965306442E-002   3.7604342584136460E-002  -5.9641985137049797E-002  -2.1747387124467884E-002   3.1872942480959593E-002  -3.7946841114846537E-002
  -6.1370325510779991E-002  -1.6674372581717976E-002   6.2756228863479438E-002   3.9992885581605950E-002  -4.5200805901435243E-002   2.2708372273200265E-002
  -5.6903408664641650E-002  -1.2541397330230148E-002   5.8808503626883724E-002   4.2270742443385474E-002  -5.1998948513386663E-002   1.6053982620980459E-002
   6.5057514204390765E-002   5.3415851548259501E-002  -6.1865865030517456E-002  -4.6859374989817112E-003   2.9103729028701251E-003  -5.0195621026259941E-002
  -1.2647879868203205E-002   2.4095790496868153E-002   4.9591846840727309E-002   4.7087840759771502E-002  -4.6293750879347229E-002  -2.4095790496868153E-002   8.1026453035299463E-003  -5.2410123846495821E-002
  -5.4398250660037457E-002   2.2624708029501572E-002   5.7910656104818339E-002   6.1796826018840401E-002  -7.6426838249838827E-002  -2.1161946641966033E-002
   5.2018271604213795E-002   6.6984937041263015E-002  -4.5409241775968126E-002   2.8963906989498241E-002  -1.4396625875759994E-002  -6.8544520348571863E-002
  -3.9223645869806097E-002   3.2551932447939372E-002   4.5351959549986415E-002   6.7384064125986576E-002  -6.5333692560699763E-002  -1.6210828777142916E-002
   3.8190821766971722E-002   6.1802191631111239E-002  -3.2854077843394669E-002   3.3502105116190256E-002  -1.7339109717616277E-002  -6.4005800484810305E-002
  -2.8700349554673724E-002   3.2003660314753712E-002   3.4307967936169380E-002   6.6269493404107843E-002  -5.9925274460612542E-002  -2.9507131618667370E-002
  -2.2947937182277389E-002   4.2889041725517954E-002   2.9510056658603161E-002   6.6188125793938304E-002  -6.3865888644822483E-002  -3.5877363694712852E-002
  -1.6291786056566837E-002   4.8109241730158805E-002   2.2792517184572727E-002   6.3261475834207437E-002  -6.2096824408630936E-002  -3.8511218032937833E-002
   1.4501850877878579E-002   5.2111319869727023E-002  -9.1811007114590264E-003   4.8422559129231942E-002  -3.5558422307009077E-002  -5.7909138382881101E-002
  -4.3516233161734466E-003   4.3047364971108053E-002   9.8220536090797301E-003   5.8351347967302528E-002  -4.8078579718923160E-002  -4.8856099031443528E-002
   3.8235064343636830E-003   5.7761998244486822E-002   2.9668220067731190E-003   5.6757414229437309E-002  -5.4535607420282434E-002  -5.3301636689278856E-002
   9.6824925731920121E-003   6.1033404935248649E-002  -2.3392788383427210E-003   5.8778798976001322E-002  -4.9845917010620855E-002  -6.0732546316489611E-002
  -9.1539631739017344E-003   5.8094095673754828E-002   1.7252648887716302E-002   6.7088183798203208E-002  -6.5825215306099916E-002  -4.8932344143124425E-002
   2.4003526385826934E-002   7.1014420816868470E-002  -1.6098897331657855E-002   5.0305948542967563E-002  -4.6919455880921057E-002  -6.5562054977453543E-002
   2.9694203624145245E-002   6.8471131983627406E-002  -2.2366432667311198E-002   4.5379211659869211E-002  -3.9227387327368232E-002  -6.7660442088909534E-002
  -2.9300109576702170E-002   3.8230829350357008E-002   3.6205958116661989E-002   6.7735178907998628E-002  -6.7975419516130703E-002  -3.4795505176379776E-002
  -3.5096113346731107E-002   2.7993114714689470E-002   4.1069814957715466E-002   6.4671981880357346E-002  -6.6255388907952004E-002  -2.8809352594698998E-002
   4.3238630786875579E-002   6.1367486411474645E-002  -3.8813492812137390E-002   1.5845572708124523E-002  -1.7688026591611426E-002  -5.9580175193191795E-002
  -4.2993566465219735E-002   1.8827262812369600E-002   4.7008177140589393E-002   5.5781269832990206E-002  -6.1382498738794707E-002  -3.1101494203585548E-003
   5.5435229280483146E-002   5.9744878679338496E-002  -5.0971503380399449E-002   1.4760675664559271E-002  -3.8859631580426897E-003  -5.9591784975419768E-002
   5.8250631522848921E-002   5.4963684077943865E-002  -5.4493302094467691E-002   3.9829416112806253E-003   1.3310570900993898E-007  -5.8059756525780930E-002
  -5.4741474372721470E-002  -5.8849878001312594E-003   5.7323299349323301E-002   5.0985247531040202E-002  -5.1945295366816219E-002   9.7870231969531124E-003
   6.0090364200653189E-002   4.5509572896435417E-002  -5.8104132037195097E-002  -6.3661219544113145E-003   2.1181405343963618E-002  -4.8242058337970004E-002
   6.7229847182893154E-002   4.0955827105712550E-002  -6.5414036671626069E-002  -1.3148469613181718E-002   2.0514075701689376E-002  -4.5080175280664242E-002
   6.5942289859012876E-002   3.0649590554944022E-002  -6.5011249393683718E-002  -2.6200303509866504E-002   2.1616485338639819E-002  -4.4380810995515545E-002
